id,url,idfy-face-dataset,eyeball_results_previous,image_type,Via_nonML,blur,exposure,eclipsed,reflection on face,face_cropped,image_bbol,Via_nonML
true_202,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/aae987ec-8d7d-41bb-a7ef-aa321c632d7c.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=WQxhoaFtBpxD2yPQef0AvDiWTb%2B23nn5H2BI6G%2FBRYnvY0XObUaRW2GilE7uFWe%2BOl9lOy2Inxdg58zn069Wl%2FfL%2F7RrgFYZWeOgk3v%2FnEJJO6IDTQxTxmmOR%2BRDw%2FvcWZ61K5JqpVqJwPbqXGy8tEYRpkPcZqRjixAt5bIxbefv2AQB9jQDRNw9jtaBpRShl9IvxEdzhlGMfBxohROP%2Bw%2FkHlGh7rqaWztUkaZHMxoSOb2KX1DmlEZxdHNjdxFq%2BIxctwG1FHZTXzughc3hH5YjXnDwdyRUjTsRlJoow6OFvSA2qNmlHEpsVSOHhYJH845uZe%2Fxvurp1aMdq%2F1gLw%3D%3D,master_dataset/face_liveness/master_4000/aae987ec-8d7d-41bb-a7ef-aa321c632d7c.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_203,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/243009ad-8bac-4de1-bb8f-a67278b37f29.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=Tc6VOPU0dFNv7AuJ4RozPYRBsKJ1lI%2FGhJrA3X52thiGoHbkIrl%2Fv7YNK2CM5CTYVfydGdNepZJMt%2FNxDImorZTmASXvIv%2F%2FWkaJrU8o1CmtdGD6TmQIMbdCEu869DhzdBw5%2BdtjfNstdvXlUOt7Jj8sHlcm63L%2BzPaP767xMRijg%2FNxNLUHYw8PuWtW5Y3DxluCsY0N0ZvPmp4%2BQAgPIfTV41wBNksgiuIulx0aOBAKWILesOf9Y5kT%2F%2BUzAoTZxB%2BG0cRktZ%2BD6rOmL7eUUPWljWS7KUVaTOHdB8mFX36sIt7s%2FCjDffij9GSW%2FBomscwC7%2Btxnp2UYhFx3VIGHg%3D%3D,master_dataset/face_liveness/master_4000/243009ad-8bac-4de1-bb8f-a67278b37f29.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_204,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/e21034f2-50b2-4021-ae95-e44c57867377.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=iW2xtOPCQxRbuHG38lBultZctJLf%2BOzD%2BPyuOwlHqd3JfGwcWRqGOd40us%2Fn2O2z%2BS%2BFqPj7wCPOBclOL%2Fi8l4ox2aeZYEmzXjoDkzkL64MbpdlMBTk9uFDGpu8d8TaUrieN2gp2OE0Tm6yEC2DBeH1crhRtfBFyLl2ls3Vb0JcONCK3vLSkyHEkaM5iD753cJxLvZxhuHvR%2FlAhCyel787Ws5tu7%2FmAOV5PDtWKIJKmBaIffdpcqfG8L%2F0%2B9sU9ZLdoZCQibpB68UqvDyVpYxd6vesZWq28MMcTTFXilFWC3ZPQsQYTe%2B2a0DuwoU9aJqQTonmtIDM95tShA1sbKA%3D%3D,master_dataset/face_liveness/master_4000/e21034f2-50b2-4021-ae95-e44c57867377.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_205,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/bbd7fb39-a777-4be5-a63d-673d8dc9933e.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=RBYwGGPtfivLLgt2OG6refA37f6iXtYmxp7rh0GqMpVgrSj9HpE5DrFhl2oRXnh14RRf7zZaFcn%2Fi1KSk4kcCQLEtYVLKSEf9%2FmlU02kcJtO2Pftv%2BgMvV2SU0mFGwOKgHLA7OAgKy4Y3CV2kriBWiYjeYtLMgui3n4L03%2BK4KAc%2B72k3P71YIV2unFw5MeiT3xj3ca4LfE1pL09V%2Fj22m2f111mwEcDHPVB5CO6UGsOspZo0MaZeD8lcr3U7qgbzEnSo7IgvNV7pBviMWkDraKqTzPh119vblzgwuIc9aO80r9y5KPq4Hf%2FOhWT1c1ChdeUg7pC%2FYcqL0etVleP5w%3D%3D,master_dataset/face_liveness/master_4000/bbd7fb39-a777-4be5-a63d-673d8dc9933e.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_206,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/1170707a-7039-4e7c-98d3-8d05b4dc3a83.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=cz0BgBBSD%2Bgf11FMrjrKRXQ4TnwahH5eNxR%2BxiInR2h%2BG8JiYuA4D9aHekLa5sRFgwj5cFOndPrMSJ16NrXzoAA8DsjKszcZihtxMg8WKRXonhPsLwwQCMdPnjVqBNou5ujzfotoQu%2F1kP2FK%2F5KXf4ow55%2FPBrQ2zmfpLRYJDxGGpJxhFqe8L7aHdKDyqa9dtEqwLYFteJcPgw9oV726GTNOQNIH%2ByzTpsDMx0ColF1AVD5Cx7mxDlFSLR4EHKSMuK%2BS6789cBsMTCW1dg7%2Bgy4VN5CfVisNbcHItEvOTTeQS9yS6MYoM400MesaD98Sn7%2Fli0%2BR9sG0KqHZ2IcZQ%3D%3D,master_dataset/face_liveness/master_4000/1170707a-7039-4e7c-98d3-8d05b4dc3a83.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_207,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/5b6065e1-54d0-4ab3-953b-c48167fe412c.jpeg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=J8sdx1Rxtz9BF3wEJTLUeRokPYvBfH%2B8B%2BlzkDXu4JrQ%2Fn9ttIgvixYgMT5%2Bo%2BxmPQhw3QEZWrDlE%2B6eseH6HZRNKHHAK%2FAOyyfF5Iyn3hGGGHB8CRTndBJbWWYrvGh0v4fa17dPJuGzjjuxPCROjfibzXm%2BLIBt51SFDlgRdUGh8oLRUf7rQPXopoR8GrFNjitSUNb4OGpaXGU6c%2FJJ5veitAhgr7u6IFnkP1jfhGt9Sig0uptWFMMnAMhGS%2F%2BoyR441paKqy%2FlpiR3GPZEAj6QlQ%2BYUmSCSw23KBNsiioZobuXZ5BRuGNInUx5LgyFWutR0sbAgqw1%2FaFEmPMBFg%3D%3D,master_dataset/face_liveness/master_4000/5b6065e1-54d0-4ab3-953b-c48167fe412c.jpeg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_208,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/368800b0-3c32-4d57-a3e0-a0d57f212371.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=Vf%2BAXISF6Boicxx1xElW5DtOKXD4zGuaxu7w979HBxRaQ%2BugvEvujbWycxA6URsJ9rBpazTK1lsSDZpYjXKsDVWeOh3V%2F51H9UWRSwbisfJ5QgYbnh9Q1wUQGwtbG0VIKe14ESbbQR%2Fv6zOkY7KLAdEtGa75M2VGZIsU4muXIpWvquNe%2BoohaW6cW2yPwAAiQUAaXK7Vpa9byyZRpGgv91vq6EraM%2F8%2FwTOlI4RjryibArJdAs1acMagKZHUHxR5lc2FbSDVQvUXYzrKjIcnormx%2F3nZvu%2Bb65TyPekPCgtOGRS08CoxZAwEyBMPfTR6oq8bTu3X8fmnF1IT8dy2BA%3D%3D,master_dataset/face_liveness/master_4000/368800b0-3c32-4d57-a3e0-a0d57f212371.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_209,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/4727bb48-cb3e-42f1-a0b3-2ec9c928146b.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=cw6RI0fK9d%2BDWT9Wald0L2%2Br%2Fkh2dVYe%2Bt6%2FLKoIN%2Fb2oZGNLn7fI0TXHITfSTwI6fZ4WAP3PdGWczaHGHChRrJNnGjZq7nMFfSfI5YBBdTlyuebx7Ffc5rEnsfnsGHkmdLI9ewpwlp4hfcp6HtcCU4t3ub5iDA%2FbVodRmd%2FbghxV94hLB%2BD9Ib%2FIQTaeOQCre3toHoeLak1CqomggHHM4H68FP5%2F6cSWZ1a17qtcJF3HpEvXEAXXEYSYiyPoPQQX8uFSN%2BgU8Q5ofzL0aGbEm31dr%2Bcravn5lSD31KjYIPG9s1l22B8%2B51WSKrp7a%2F5trNTdjlMj3yIlOEOW7wpdQ%3D%3D,master_dataset/face_liveness/master_4000/4727bb48-cb3e-42f1-a0b3-2ec9c928146b.jpg,Selfie,Paper,FALSE,No,None,No,No,No,False,#N/A
true_210,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/428fb9ab-6509-4e57-a9c9-35eb3e888c25.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=lQTVFKtXVzG%2BXUK4ukVSmhs8%2B%2BdY%2FL2f4DGIx0HM1IGbBEvk8vrzXRFq9SpVDYV8pGOGetATmSA%2BQOl6CC%2FdzXAoMDJzl88eTQpoXdHxiOQBy%2B0zX%2Fgv64atRzDX5ZXj93D7rrehct%2FCSKeBJDYcwAVeML4t0zD%2BTmSoh1PSoB%2F4h0zW8HjIfmvQrafiOa%2BOUP6pmHf5eA0VNRQ3d%2Fbl8z6T6aW5qKBmHLgTbfrBvGbR0xHglcsd4FxaOqflLFemFmfyaGWFv1qN5yCzIO2cUNIRDucNItKBN8O%2FPEHvD7%2FP76pFAID982VvZuBf4cHaUCv8zU5%2FD%2B9vT0R9xTeUig%3D%3D,master_dataset/face_liveness/master_4000/428fb9ab-6509-4e57-a9c9-35eb3e888c25.jpg,Selfie,Selfie,FALSE,No,UNDEREXPOSED,No,No,No,True,#N/A
true_211,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/817b2b1d-bb6d-41c2-9b5e-d48d8d246a92.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=W538X3GbQFVnFxgleJQjaqC%2FaPfECkLafRyamQL9u%2FKtZJYfzHYqAwqEmoHzDVlfd3CnoMeQusBipv0yCG7ROcXLauvg5KWfLQ5wtmsTV7WVLADELTYgfeWJqOFJDdL%2Fy720nTBpCAfGMHR8V4ycZjumn%2FFYcBwtcqadsMBb%2F9mQcpNPnIVfdp6z18aZj7L1uVJP1ZiuTIGRS4qaYiZ%2Ft%2FhqtY9C1vRyxp8AyyKbdCFeR15QfHbAjqAHFreSAvoqIDTbdle5wVhqHYwyKOdvQxy0dWPr4TRejZDoFrOrB%2Burxz6jW%2BKkn90lQy5Lw0yUjP7vekGbvwl9nZrGcCE3QQ%3D%3D,master_dataset/face_liveness/master_4000/817b2b1d-bb6d-41c2-9b5e-d48d8d246a92.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_212,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/73c233d7-e9a2-495e-85e0-a127e63f260c.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=LpS0VcE2Ii8nLjeRU9yZ2hY4c52Jl7U%2FHXnvtZ2KxP8I9iwJtW1ukpJQQ1l47VzaLGa4hcqIfLnCF88NNwayI7iDHaWPLdsvwaxtfXxv46jP2DFDX9DwPPT4DOY5qcEwCo9jsF8duHEyzQn3QrQHIQUh7AdAqwzUQBK7LwVSZ%2FdsJ8A%2F2lZHI%2BiArZSIkKtxyZK%2FpBAJQYMi3v%2BYPK1%2F5qu4d2xlpE9duY9m2DDhNZbXR9isKDxLn5E3VWar0NNmSSr%2F7jFNkuLKVXPM%2BQ35NjWOTvdfbzOJsenPKNnGB0RBgYI1HWZAHmYBRsJ26ZrozLGCxUVHIRf5kdRMxKKjEA%3D%3D,master_dataset/face_liveness/master_4000/73c233d7-e9a2-495e-85e0-a127e63f260c.jpg,Selfie,Selfie,FALSE,No,None,No,No,Yes,True,#N/A
true_213,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/985edc99-3096-4250-b54f-293ee43efb34.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778350&Signature=EVxhenW8dzYxKQJa3mH9m9RSm5uyw%2F6%2B4PUfTc8ON1GhvP8GmrYh0QLjnCYZY7TiHzPpR2C40MgaSIz%2B3Gb4Z37dTyaZBdXKeknv%2Fak39WcSQF%2BLsGgdOoTdMUF8m2OpOuoDZL%2F7TGrAI%2BTezPp2Tz4InwW8S%2Bh9Oos7xrDBzUkApTHqKnRt%2FoKIy7xoeFcAi7GdDl9lSHyvBEPUmWOq6WPdEM8jwQuc6S1gNbRvQXQgKUCfXzNK%2BJ1aW1F6Di0IQUeIhINSTYb3QUl7QWIAIAJtAircdOoL855mxpg7H4hAXIad3kgMauIAeXtYuOBsklZAvOLXcQ9lyUvsDyU4%2Fw%3D%3D,master_dataset/face_liveness/master_4000/985edc99-3096-4250-b54f-293ee43efb34.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_214,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/ff0aaf5a-0164-4648-b3cc-87c45fbfd6eb.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=o0aBxpG1dapBuuKNkUArqk8lhGx5o5qDBuQPBvb0imM8bhe%2BJ24LAZQEkoIVzWZDtVFw04%2BjJXVakX2UyCEfkupPqxfb7ghIzGtaAbfJ1qNn%2BIteZmh7Y%2FwvdZZPjxSw28Xvs8u6Blag7%2BlUO574vXuZDMTgJrf3kEnXQa3diEccQsZykFCvb%2B52to4KnkhzP%2BOD8HEqMT3517AD4BVO8hJV8wQEIsOA6cZPropQJvp%2FToqwgI4kuTBfC5Hw%2FOhNZY%2BVs8eT%2FVnNChnHD%2FMvA23XqjetSAKfMAdtNCA5WOCPMjnBt4I7oBdTCW%2B9XVPG9n3FJ1uPNB6P5v29m7xsow%3D%3D,master_dataset/face_liveness/master_4000/ff0aaf5a-0164-4648-b3cc-87c45fbfd6eb.jpg,Selfie,Selfie,FALSE,Yes,None,No,No,Yes,True,#N/A
true_215,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/2f07f97d-9dc9-4b68-9a66-b0753ad1cebd.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=lll%2ByLb%2FUty0ZFz02Bns2VmvGU46fl%2BV4ks9OVDF9bXF97TTGg8tvJyhRtAgIhaIjqljxDC0g56N8%2FBPQm4d69qOokSMfJ4D83olVoxJRaNhjYtv0CRN0wJZE43BwXJiPGIh9RT79ciHzj9V%2BaBQyHQd6eXkYzKhInRHC%2BfnoLuvMnDg3cv2BecdcyS%2FV0%2BJBMyIfLdOjGzaCJ5TJWM3AfloOoKcgqcwYxZ8%2FI2TTxLsUr3K7c1k7dtaZSVAfI9tUteVasFRM2aYlqxnhe8O5FPX1imk%2BfcRhm48b1OIHb1rAD0A5JRfrzoqk%2F%2FUf9cvUdULjVZaWplqqC0B8XcV0g%3D%3D,master_dataset/face_liveness/master_4000/2f07f97d-9dc9-4b68-9a66-b0753ad1cebd.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_216,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/afda73cd-982b-41aa-bf5f-2b4caa69bee3.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=OMUCQiN%2Fgcre28GplJ%2BphrZUY61bcVf9c4WkOoocljTsDcuDB6XLmEycIBWlW%2FFsf4R28eqV1DPhegD9XRQn3I4%2FqGC%2B%2FuuYeIAIu%2FHs4a1Ck%2B%2BWIinAitKBvxSCINHhM3kowxFwsCJh89If%2BHjr1w2kqs5But1JWvEX%2F%2B37A5sGANu4FVKIqzZK4%2FG7eRDgqzpo9qwCrTnTfZvPkBQVNNSwig8AdbOf351mqW0YgVJx23FOAapiw1lO9U08awnW%2FP8VI%2B9Yv8%2FY%2FnGid9%2BPUWEB6%2BrOu%2BFz1pHLBdJy%2BIJVvIYLAtMA6A7FcPxNdTgqpBg7ithhMehBYahMj1Sb4A%3D%3D,master_dataset/face_liveness/master_4000/afda73cd-982b-41aa-bf5f-2b4caa69bee3.jpg,Selfie,Selfie,FALSE,No,UNDEREXPOSED,No,No,No,True,#N/A
true_217,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/b904c4b2-e774-48c3-bf68-5e466589c6a4.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=UutEMsq2CLFqWxtoPsO%2FnqI67Eud9BASfvapj7MxXrcWfc%2BFu4OArueyB6CkxqoJHApyJLdCEa%2BiBzzafH5hIyNv4qAUHRB7EZS0iqhl6UstKcadslUJ%2Fu9A0gs5WvW5r6xTNbJbZ%2BY6%2F71%2BU%2BhyEOPTwn%2FjleO16s1IbkSbUvJBSic4xfq2D%2BGOaQXlnBxVEv5W5t%2FT1lPf8TzONbpqXas9LWcXgPx3ynk1IhLH93Fb7zs%2B8qvVX6lUETfFVJg5h631IvhuMrDH3PvHmwmmIU7E0yT1XDPFzOFmazDVTCSKKgWM%2BIw3K5ots5VD3PTjOONGMQqhKZf5lOJEonypLg%3D%3D,master_dataset/face_liveness/master_4000/b904c4b2-e774-48c3-bf68-5e466589c6a4.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_218,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/d5e3ea1f-5cbc-4cb0-b0fd-e2e40158458e.jpeg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=Xzb1TTOh9LLLAOCI7tbtI%2B24WlKYB8hUWcS2SKKOsEPBdEkxSwqRIprkOBtGBEpVCD41WSSTPJuFbQqeOF7eRmICTBQRx%2BjXU0yQf0IDJF88iQfYMnN%2FjovJ0%2FtmeJcb%2BGrZf8inB94DO8HsZoT2%2F8jbj6EUdCqr7IebEnmFuR6zgGGReZLzKHdZtS4c9G0C6GWFshjR5ljBvb3p3TGdJPPG1zijc6raMQyXfUhTByyvy9NjJ2NqPLXe2pTjBQCR%2BmAaB1bJ4rqsqpH0pUmHDssA64K%2Bj4V1139oJMEvtqy871u%2FPHB4IQxl%2FVcRTpQCFipMs0%2BLeBOqH5xu72UC1w%3D%3D,master_dataset/face_liveness/master_4000/d5e3ea1f-5cbc-4cb0-b0fd-e2e40158458e.jpeg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_219,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/b3df8d24-29b8-4129-aa4e-64bda69029a1.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=Vsy2gN6S5OPw4GHfoOuGbxG7oDoVwfuAA2CW9hV9Sq9fKkDuiBaBYN1oi7i3HneDDBqm%2F5girfj7Ulx%2F2%2FtzLKZzH6hWYyps1z451786pkkcAO8UJ74IMk4Wbi7k9JzWieX8gjjUmZ8zxDLK99O%2FM3iygPRZUHSb3XzuF1Zf5L7IJePSxVS1ovYQrZU74eQIz0iuMFdvoKkNlQXR3syuSSw7vgurgQW%2BMb%2FuBAqxYs79itXhdwUzHxSSsR737n8rH%2BWhNHcjyAhFv12Up1gBybSoCjo6fuuIJd8jDMMYnJnx4LtK7gIdDeo4AbKxAqfJ7NlDGYCxChXinQ%2FU5Cmhsg%3D%3D,master_dataset/face_liveness/master_4000/b3df8d24-29b8-4129-aa4e-64bda69029a1.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_220,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/9656bb2e-1849-47c7-825a-fc04fe66a6b5.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=T3HvlNc4NwRFko1X74B3BrIYrKjX9VGDrg%2BBjrfM9epNcWxeJgvXPnwbK6eb7gmewB0i3qMAINHylqdANGvmNYYI8xcssExvERIxk%2FkZ2i41NnJqq6fGzGjzeaNeHMoD2mgSfzE8bw1futae8ALzusf68bhEoEoF5YeVv2P%2FolNLA9nDSJLG4b%2BH8vqcnWli%2FAJLiO7QkbjeETp%2F3PqI28xmN%2F%2FWBIh6eY6d6I9VAIs%2F2Ic7cx%2FxeHwrPHZkbeisxAMbip3VGZa6mX3TcsSQ6fdxLea7t8p4XozGbw2CCijACr%2F6HlMFB3ceUQJ%2Bdthfb30%2FWKnAutBqtPj1vkuOEw%3D%3D,master_dataset/face_liveness/master_4000/9656bb2e-1849-47c7-825a-fc04fe66a6b5.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_221,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/b7172e68-00d9-4d34-805e-30a0963e695b.jpg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=iQwL24qusWQ403DwKC5n8AbJotZlOyIabqy9Fr15JOHhsKywyLrA%2FKqgYuEa6JEz6xwse6mQn34tpeF0EVrkPiz%2F1%2F%2FA0cCnse%2BbTv7l%2BTp5th%2FU3LnXb%2FZxjDQsHCBkPN4GLwxFPqT9CkfI5FpVs9RPZrPdrqXrDLsM%2BQFKQy9fpWdBdWDtQgk69Q2DwZytZHnnb85COThBcVIr5StHJ%2FQTCuesZYOgLykDJH1N%2F%2FmGx13PH84AcyaU%2Fd9g5hxux%2BNgGpMndC%2B6B56gXRPHVK55v%2Frw6Lg4bPTGkmm2FRiXAT41vDK4qPYpyptBLEMINAMUHBx%2FeFD%2Fq%2BQO90%2B1Bg%3D%3D,master_dataset/face_liveness/master_4000/b7172e68-00d9-4d34-805e-30a0963e695b.jpg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_222,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/8e9558a4-8fdd-435b-9109-49227889c7ba.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=W71LfXYdnUC7F2TuEuBsFMJWyc7WPAjS86Ik%2BuGKAs9hKzEcXva8SwrEsx0olduOiwJG3FJqzXnDJ8AcGSSWyEplgfl8LwXmiZyskBDCzoxy6eHvabIlAUGn4zPalobRpqf8N5IIQMJPEDuEGKqZyHfyjgLW5Gu2ZwzEMtoLFOZEMJUKPIReU9mcwO9fZ1ydeT0vgOn7mufYWf6LxpO3qEtJJ%2BOIgg43sOOKYulY5nsRayzeW3bYROoTx0l22VMQzvPJXPJAA7V1hFbQaqKoX9vJTQPVS3TfwJ4EOvXloDOVUZ%2FE5mLkEUcLtxKtwihmC30KNt6XatS32bnOzb00ZA%3D%3D,master_dataset/face_liveness/master_4000/8e9558a4-8fdd-435b-9109-49227889c7ba.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_223,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/7b7e0fab-5677-4ae0-959d-45e005c99cb9.jpeg?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=JckS9PpgAgdY1q%2BdnjX08rPGXJF8hqPWT0R%2FCJRkiYuoyXnE2BVsl5F%2FPeJtieuYRtQNytlvGimJrt66Qu2Rg1zNjoI6ESALsBjDYVQDOqyPbl5CURO7Dan4pHSOOJDkwwLamrtfxGC2f%2B1qhtNEUksT1DMMQG3kN8Z1VmTuIys0kGdy7tNcvbatmkXhwZqVXdBvay9OsYZ%2FZxZpZgCW55L2OpNJ5aEal7%2FH8cVuUdESm1Q%2BJGP2Fv7uA5RX7%2F9faTuihBb0NzFdz4cAfXrwjxIzkTNT%2F8qo8A2rQmins3ZvVBMC8MXjek3Uk8c3K2t%2BzTX3GekPKWIGmFmo3bgjaQ%3D%3D,master_dataset/face_liveness/master_4000/7b7e0fab-5677-4ae0-959d-45e005c99cb9.jpeg,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_224,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/ab1bedbc-5dd1-4b50-947c-f0ce36d55208.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=Mh0xyg4ypem5e1nZd1EOFrFDjDqDNk%2B0xHwB%2FEdKX3t64sshfPeoL7mvGq7%2Fk46FEscwiJWJFTzY1wTUmQYxdV5Qd%2B9%2FMUFhg9vc3mcSZ1ywrFdKr9s2fzmdBvkdqxKXlxoaV2dWrMaKadHAmd0Qv8avXyORHQeR2SrmA1pJg7qYhFoPPE1kyupJhhvkyvhTnM4xdqIpPN5ZyYaWPAH5SSmHz1PMJTimbQO4%2BnwJ4fgF07rbpMKBgOQXApMI3tcU7LIDqT06SpT%2BOzt2Y48Dlz2SjxI9PZODhJvc0r1Gpri1buxih9rukE1PF4P7ngkiYlSF2q0GJFY8jbOgJQLSXQ%3D%3D,master_dataset/face_liveness/master_4000/ab1bedbc-5dd1-4b50-947c-f0ce36d55208.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
true_225,https://storage.googleapis.com/idfy-face-dataset/master_dataset/face_liveness/master_4000/2e147a70-448b-4d39-ab31-e8656674c989.png?GoogleAccessId=aakash-jhawar%40idfy-dev.iam.gserviceaccount.com&Expires=1719778351&Signature=D6a9NiBe6eoZeJISWR8hHxCZgp6Z3KQWgwQu17RLTUBfCk%2Fku1TZBPdZkKnpxOZB9sV6TQwTsk9EasQueHZ6eWjSK5OsjX%2Fkev4cB0p74zblTsswmzuRwOoX1sXPhjyYRYX7roxLaniTeCVWjkWAQYmEot07bifdw0uPU6k%2FSmHBtTXV8SMwY1NGlFFCpzGMrG9%2FRydNOPn3EyGJiVjJOYzmUzdVGKVGkoD9hzga0%2BS8KjeeNy3yXlr%2FjYjZuGwgrsu9B7J685IpXF%2BC%2BhTgQqNT93EUulUIFxqUTJ6Yu3MCXjWWe1%2BdZ112VywDdFuwLNVT8DWpNUDIaydPUFzNzg%3D%3D,master_dataset/face_liveness/master_4000/2e147a70-448b-4d39-ab31-e8656674c989.png,Selfie,Selfie,FALSE,No,None,No,No,No,True,#N/A
